"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.517855226E0,-2.285968661E-1,-2.980365753E-1,4.345178008E-1,5.743588135E-1
5.537387934E0,-5.993450284E-1,-1.187953949E-1,-2.114741206E-1,6.465664023E-1
5.556920694E0,-9.433498979E-1,2.441015244E-1,-1.816774011E-1,9.912120167E-1
5.576453403E0,-6.842006445E-1,-6.217002869E-3,1.995083690E-1,7.127220793E-1
5.595986111E0,-5.221405029E-1,-1.015176773E-1,1.890745163E-1,5.645225561E-1
5.615518872E0,-3.647930026E-1,7.492065430E-2,9.302389622E-2,3.838495597E-1
5.635051580E0,-2.014204264E-1,1.104450226E-2,-1.506256759E-1,2.517543712E-1
5.654584340E0,-3.386446238E-1,7.804775238E-2,-1.467867196E-1,3.772505452E-1
5.674117049E0,-9.132426977E-1,3.211116791E-2,-8.866140246E-2,9.180981409E-1
5.693649757E0,-8.488579392E-1,7.912063599E-2,-3.307594657E-1,9.144515844E-1
5.713182517E0,-4.975180626E-1,7.294654846E-2,-3.860912919E-1,6.339652256E-1
5.732715226E0,-6.680678129E-1,1.267299652E-1,4.816543758E-1,8.332862800E-1
5.752247934E0,-1.668538570E0,-8.994483948E-2,7.215650082E-1,1.820100848E0
5.771780694E0,-1.858978033E0,3.192481995E-1,5.040414333E-1,1.952377143E0
5.791313403E0,-1.183566213E0,9.446458817E-1,-5.070184171E-2,1.515175072E0
5.810846163E0,-1.186534286E0,9.860992432E-1,-4.932191074E-1,1.619728501E0
5.830378872E0,-1.823232055E0,1.395390511E0,1.257268041E-1,2.299368833E0
5.849911580E0,-2.342359066E0,2.428204536E0,4.311985672E-1,3.401287325E0
5.869444340E0,-2.165994167E0,2.543582916E0,5.760230124E-2,3.341356433E0
5.888963455E0,-2.025539875E0,3.034435272E0,3.615608513E-1,3.666242689E0
5.908509757E0,-2.498953581E0,6.095809937E0,3.216751516E-1,6.595994442E0
5.928042517E0,-6.825188637E0,6.367233276E0,-6.093465090E-1,9.353938352E0
5.947561632E0,-7.708981514E0,5.653696060E0,-2.453744888E0,9.869829740E0
5.967107934E0,-6.046191692E0,6.230571747E0,-1.492119074E0,8.809249548E0
5.986640642E0,-2.404678106E0,6.833661556E0,-2.604891658E-1,7.249086954E0
6.006159809E0,-4.123997688E-1,7.198750496E0,4.213676453E0,8.351476008E0
6.025706111E0,-4.645602703E0,4.864181995E0,1.829653740E0,6.970618607E0
6.045238819E0,-4.093217373E0,3.915699005E0,1.773518324E0,5.935696623E0
6.064757934E0,-2.813786507E0,2.385107517E0,1.306456685E0,3.913177921E0
6.084304288E0,-4.290517807E0,9.023885727E-1,1.022539258E0,4.502047837E0
6.103836997E0,-5.213068962E0,5.815520287E-1,6.031216979E-1,5.279966529E0
6.123356111E0,-4.549499512E0,-3.747315407E-1,2.066882610E0,5.011025171E0
6.142902413E0,-4.609767914E0,-1.490969181E0,2.403139591E0,5.408144711E0
6.162435122E0,-6.413365364E0,-9.117026329E-1,2.321591616E0,6.881296725E0
6.181967882E0,-6.542989731E0,-1.024102211E0,1.089063644E0,6.711598884E0
6.201500590E0,-5.148864269E0,-1.096774101E0,8.064603209E-1,5.325795240E0
6.221033299E0,-3.785367489E0,-1.468628883E0,4.532712698E-1,4.085502743E0
