"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.497356128E0,4.714358807E0,1.086685562E1,-1.188719869E0,1.190490592E1
2.516872222E0,-1.265283966E1,1.516159058E0,-1.827714443E0,1.287375741E1
2.536415503E0,-5.241156578E0,-4.027472019E0,-8.155277371E-1,6.659980378E0
2.555945191E0,9.337758064E0,-5.528068542E-2,1.946391106E0,9.538617298E0
2.575461232E0,3.932262182E0,6.457614899E-2,1.267094374E0,4.131874163E0
2.595004513E0,-1.909231186E0,6.054983139E-1,-6.524109840E-1,2.106521308E0
2.614534201E0,-1.300260663E0,1.320133209E-1,-2.552731335E-1,1.331641724E0
2.634050243E0,1.736333013E0,-9.987258911E-2,5.100508332E-1,1.812451025E0
2.653593576E0,5.587854385E-1,-7.231235504E-2,7.052952051E-1,9.027245257E-1
2.673123211E0,-1.814172983E0,1.544284821E-1,-3.794462681E-1,1.859852478E0
2.692639305E0,-2.456506491E-1,2.092075348E-2,-1.777684689E-2,2.471799660E-1
2.712182586E0,1.426190138E0,-1.384153366E-1,2.601454854E-1,1.456314797E0
2.731712274E0,5.862095356E-1,-3.351211548E-3,1.109198332E-1,5.966205324E-1
2.751241961E0,-2.958003283E-1,-1.236534119E-2,4.183036089E-2,2.989991889E-1
2.770771649E0,-6.057018638E-1,4.519748688E-2,3.505545259E-1,7.012888393E-1
2.790301284E0,-5.924896598E-1,-4.196262360E-2,1.656755209E-1,6.166467684E-1
2.809830972E0,-5.481708050E-2,-1.016349792E-1,-6.468713284E-3,1.156564982E-1
2.829360659E0,-6.143534184E-2,6.141853333E-2,9.145551920E-2,1.261374229E-1
2.848890347E0,-5.785133839E-1,1.435661316E-1,8.848977089E-2,6.025939006E-1
2.868420034E0,-8.813721538E-1,3.011369705E-1,3.361296654E-2,9.320033154E-1
2.887949722E0,-9.381071925E-1,3.545494080E-1,4.612058401E-2,1.003931021E0
2.907479409E0,-1.086952925E0,2.062044144E-1,-1.466586590E-1,1.116017779E0
2.927009097E0,-8.296184540E-1,6.782627106E-1,-1.896046996E-1,1.088235740E0
2.946538784E0,-1.382906437E0,1.449969292E0,-4.636254311E-1,2.056645254E0
2.966068472E0,-2.374816656E0,3.557987213E0,-4.090686142E-1,4.297250783E0
2.985598107E0,-2.826063633E0,5.186312675E0,-1.119076967E0,6.011389863E0
3.005127795E0,-3.181029081E0,2.775375366E0,-1.726258516E0,4.560879620E0
3.024657482E0,-2.143544197E0,2.619458199E0,-1.537187815E0,3.717430478E0
3.044173576E0,-1.039242983E0,2.834712029E0,-7.229453921E-1,3.104556056E0
3.063716857E0,-1.114489317E0,9.960670471E-1,4.858087897E-1,1.571701683E0
3.083246545E0,3.784847260E-2,-6.776657104E-1,1.949285030E0,2.064067695E0
3.102776232E0,1.238617897E0,6.862678528E-1,2.414746046E0,2.799309973E0
3.122305920E0,-5.083432198E0,-5.986499786E-2,7.484486699E-1,5.138583670E0
3.141835607E0,-8.514948845E0,-9.292654991E-1,-8.585792780E-1,8.608428810E0
3.161351701E0,-3.815877914E0,-3.350286484E-1,-7.469612360E-2,3.831285419E0
3.180894982E0,-2.002371311E0,-5.891680717E-1,4.712849259E-1,2.139794235E0
3.200424670E0,-5.139964104E0,-1.521739960E0,-2.442851663E-1,5.366059889E0
3.219954357E0,-6.163605690E0,-1.772066116E0,-5.850498676E-1,6.439917451E0
3.239484045E0,-3.705076933E0,-1.200968742E0,-8.274788857E-1,3.981788832E0
3.259013732E0,-1.917310476E0,-8.470697403E-1,-9.369452596E-1,2.295968865E0
3.278543420E0,-1.594961882E0,-9.458885193E-1,-9.539833069E-1,2.085351923E0
3.298073107E0,4.663312912E0,6.266498566E-1,2.170985937E0,5.181926022E0
3.317602795E0,6.530560970E0,1.031271935E0,6.488939524E-1,6.643253100E0
3.337118836E0,-6.005851746E0,-4.194801807E0,-2.885029316E0,7.873373581E0
3.356662170E0,-5.290079594E0,-2.016594410E0,-3.126318932E0,6.467261026E0
3.376191805E0,1.765288115E0,1.308851242E0,-6.470853090E-1,2.290862959E0
3.395707899E0,5.193143845E0,1.778493881E0,-7.991169691E-1,5.547104777E0
3.415251180E0,2.720734596E0,3.581495285E-1,-1.329073906E0,3.049115491E0
3.434780868E0,3.648029089E0,-2.139663696E-2,-1.049249172E0,3.795984441E0
3.454296961E0,6.074790478E0,4.358596802E-1,-1.214114189E0,6.210243657E0
3.473840243E0,5.566025734E0,-2.892112732E-2,-6.978355646E-1,5.609674980E0
3.493369930E0,5.073279381E0,-3.622112274E-1,-4.470245242E-1,5.105799798E0
3.512886024E0,6.838000298E0,-1.061594963E0,-6.775933504E-2,6.920247341E0
3.532429305E0,1.005720329E1,-8.301601410E-1,2.651947498E0,1.043404665E1
3.551958993E0,1.569335747E1,5.986200333E0,6.209289551E0,1.790729851E1
3.571475086E0,2.616131067E0,4.561728477E0,-2.869779110E0,5.990754594E0
3.591018368E0,-1.627111244E1,-2.961837769E0,-1.599522114E0,1.661565690E1
3.610548055E0,-5.152300835E0,-8.288669586E-1,-2.197178006E-1,5.223169559E0
3.630064149E0,9.458905220E0,3.840923309E-1,7.894265056E-1,9.499558363E0
3.649607430E0,6.398293495E0,-2.841329575E-1,6.274608970E-1,6.435262105E0
3.669137118E0,-2.288501740E0,9.099302292E-1,-6.882137060E-2,2.463726774E0
3.688653211E0,-5.619009018E0,-2.969455719E-2,-5.520451069E-2,5.619358651E0
3.708196493E0,-3.064260483E-1,-2.831668854E-1,9.652650356E-1,1.051578336E0
3.727726180E0,2.262171984E0,-2.704505920E-1,7.515639067E-1,2.399044375E0
3.747255868E0,3.173999786E-1,2.513732910E-1,-4.847896099E-2,4.077762714E-1
3.766785555E0,-1.051004052E0,1.422891617E-1,-5.273265839E-1,1.184453059E0
3.786315243E0,6.009399891E-2,-5.800914764E-2,-9.075611830E-2,1.233410837E-1
3.805844930E0,7.132321596E-1,-1.343441010E-1,3.458328247E-1,8.039582039E-1
3.825374618E0,3.353667259E-2,-1.024894714E-1,1.641932130E-1,1.964388234E-1
3.844904357E0,-6.208922863E-1,1.243152618E-1,-1.126705408E-1,6.431610734E-1
3.864434045E0,-5.569915771E-1,1.694574356E-1,-2.036780119E-2,5.825549646E-1
3.883963732E0,-4.818518162E-1,2.301740646E-1,8.669632673E-2,5.409967891E-1
3.903493420E0,-5.548911095E-1,3.898620605E-3,4.826742411E-2,5.570000780E-1
3.923023107E0,-3.782590628E-1,-4.960823059E-2,-2.954053879E-2,3.826402208E-1
3.942552795E0,5.653786659E-2,3.823604584E-1,-1.782107353E-2,3.869284703E-1
3.962082482E0,-1.742749214E-1,6.513280869E-1,-1.739292741E-1,6.963127296E-1
3.981612170E0,-7.925913334E-1,7.644224167E-1,-4.633674920E-1,1.194676561E0
4.001141857E0,-1.343840957E0,1.278958321E0,-7.988368273E-1,2.019847316E0
4.020671597E0,-1.812928438E0,2.286816597E0,-1.213969827E0,3.160690179E0
4.040187638E0,-2.975853682E0,5.034070969E0,-8.332432508E-1,5.906934058E0
4.059730972E0,-4.230654240E0,8.819935799E0,-1.351417899E0,9.875020665E0
4.079260659E0,-5.340250015E0,5.379036903E0,-2.261799812E0,7.909996626E0
4.098776753E0,-4.074064255E0,2.243130684E0,-1.811496735E0,4.991107616E0
4.118320034E0,-9.008228779E-1,1.615324020E-1,6.519167423E-1,1.123641408E0
4.137849722E0,2.626677036E0,-6.257996559E-1,2.676660538E0,3.802048013E0
4.157365816E0,-2.279071093E0,2.965936661E-1,1.267226219E0,2.624499026E0
