"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.907648810E0,4.802298546E-2,-1.569528580E-1,7.973456383E-2,1.824774162E-1
2.927185164E0,1.096917391E-1,5.839729309E-2,-1.915164292E-1,2.283003813E-1
2.946721518E0,-7.986879349E-2,-1.174898148E-1,-4.216244221E-1,4.449157606E-1
2.966257820E0,-4.788488150E-1,4.226303101E-2,-2.959871292E-1,5.645269985E-1
2.985794174E0,-1.070259809E0,4.661741257E-1,-3.074702621E-1,1.207191922E0
3.005330529E0,-1.775272012E0,6.330480576E-1,-5.896053314E-1,1.974835438E0
3.024866883E0,-2.233281851E0,9.333124161E-1,-1.278403282E0,2.737322568E0
3.044403237E0,-1.529279351E0,5.418071747E-1,-2.510032177E0,2.988730814E0
3.063925945E0,-3.161893606E0,2.690324783E0,-1.958105803E0,4.590163064E0
3.083475893E0,-3.897407532E0,3.284756660E0,-1.458948374E0,5.301692385E0
3.103012247E0,-4.982620716E0,4.835384369E0,-1.997203231E-1,6.946030478E0
3.122535008E0,-7.235747814E0,8.279629707E0,-1.127446890E-1,1.099640968E1
3.142084956E0,-1.320443821E1,7.105021477E0,1.152864218E0,1.503887012E1
3.161621310E0,-8.533120155E0,4.508176804E0,9.364108443E-1,9.696115869E0
3.181144018E0,2.727582455E0,4.729820251E0,2.464445591E0,5.990358731E0
3.200693966E0,4.928941727E-1,8.419033051E0,5.520467281E0,1.007961414E1
3.220230320E0,-6.182555199E0,4.472396374E0,-8.727220893E-1,7.680362098E0
3.239753081E0,-8.190861702E0,7.894320488E-1,5.057324767E-1,8.244342528E0
3.259303029E0,-7.603752136E0,-2.186469078E0,-7.983685732E-1,7.952049167E0
3.278839331E0,-4.723627090E0,-2.089584827E0,-2.880295217E-1,5.173198106E0
3.298362091E0,-4.258244514E0,-1.998870850E0,1.477903724E-1,4.706375783E0
3.317912039E0,-4.646466255E0,-2.873704910E0,-3.075528443E-1,5.471966495E0
3.337448393E0,-5.012430191E0,-2.887109756E0,-9.675961733E-1,5.864818967E0
3.356984695E0,-5.394921303E0,-2.860131741E0,-5.019337535E-1,6.126782755E0
